match_title,poster_available,poster_feature_status,poster_width,poster_height,poster_aspect_ratio,poster_brightness_mean,poster_saturation_mean,poster_red_mean,poster_green_mean,poster_blue_mean,poster_contrast,poster_edge_density
너는 내 운명,1,ok,900,1283,0.7014809041309431,0.614997923374176,0.23038573563098907,0.6808075904846191,0.5970179438591003,0.5349726676940918,0.2780740559101105,0.024132970587508674
내 생애 가장 아름다운 일주일,1,ok,800,1140,0.7017543859649122,0.49102330207824707,0.48247814178466797,0.6631462574005127,0.4304574429988861,0.3514389097690582,0.26823633909225464,0.030939156778591263
혈의 누,1,ok,855,1283,0.666406858924396,0.18477284908294678,0.27542856335639954,0.22971320152282715,0.16862918436527252,0.15002860128879547,0.2814454436302185,0.05132375699883931
잠복근무,1,ok,800,1200,0.6666666666666666,0.3576742708683014,0.374886691570282,0.4150554835796356,0.34721192717552185,0.26104679703712463,0.28786700963974,0.035326903023983315
작업의 정석,1,ok,618,927,0.6666666666666666,0.5215299725532532,0.34368035197257996,0.6262659430503845,0.482077419757843,0.4499732255935669,0.30752742290496826,0.052019398248774065
야수와 미녀,1,ok,900,1289,0.6982156710628394,0.5263909101486206,0.31935185194015503,0.5788528919219971,0.520448625087738,0.4193905293941498,0.3586495518684387,0.045729722594068795
달콤한 인생,1,ok,1000,1500,0.6666666666666666,0.25100788474082947,0.1427876204252243,0.28056618571281433,0.24086220562458038,0.22572362422943115,0.3043147623538971,0.01881701417848207
천군,1,ok,800,1200,0.6666666666666666,0.32679498195648193,0.20732106268405914,0.3314875662326813,0.3267403841018677,0.31476837396621704,0.3043159544467926,0.05818456725755996
새드무비,1,ok,740,1080,0.6851851851851852,0.3706052005290985,0.22245217859745026,0.4204061031341553,0.3586263656616211,0.30166780948638916,0.1997697949409485,0.013081712159741448
남극일기,1,ok,800,1142,0.7005253940455342,0.48645907640457153,0.18804079294204712,0.5148310661315918,0.4816724359989166,0.4366912543773651,0.31693270802497864,0.0301847738785421
오로라 공주,1,ok,2000,3000,0.6666666666666666,0.24797233939170837,0.3173423409461975,0.24369658529758453,0.2552463412284851,0.2217320203781128,0.24262332916259766,0.007406752813672364
왕의 남자,1,ok,1129,1693,0.6668635558180744,0.22761990129947662,0.3521724045276642,0.27484700083732605,0.21115796267986298,0.18851684033870697,0.29131218791007996,0.08565010424160177
외출,1,ok,550,785,0.7006369426751592,0.5306305289268494,0.18980558216571808,0.5327782034873962,0.5319086909294128,0.5184159874916077,0.2402745932340622,0.03862949667407051
파랑주의보,1,ok,543,809,0.6711990111248455,0.6648925542831421,0.28172558546066284,0.5946569442749023,0.6929729580879211,0.7045179605484009,0.25811767578125,0.05603484636728217
