match_title,open_date,tmdb_release_date,tmdb_genres,tmdb_poster_url,audience_count,target_log_audience,success_rank,success_rank_code,is_success_1000000,is_success_3000000,is_success_5000000,is_success_10000000,meta_tmdb_release_year,meta_tmdb_runtime,meta_tmdb_budget,meta_log_tmdb_budget,meta_open_year,meta_open_month,meta_open_quarter,meta_is_summer_peak,meta_is_winter_peak,meta_is_year_end,open_season,meta_season_spring,meta_season_summer,meta_season_fall,meta_season_winter,genre_SF,genre_가족,genre_공포,genre_다큐멘터리,genre_드라마,genre_로맨스,genre_모험,genre_미스터리,genre_범죄,genre_서부,genre_스릴러,genre_애니메이션,genre_액션,genre_역사,genre_음악,genre_전쟁,genre_코미디,genre_판타지,meta_genre_count,meta_director_count,meta_director_max_frequency,meta_director_mean_frequency,meta_cast_count,meta_cast_max_frequency,meta_cast_mean_frequency,meta_production_company_count,meta_production_company_max_frequency,meta_production_company_mean_frequency,meta_top_director_이준익,meta_top_director_민규동,meta_top_director_김용화,meta_top_director_류승완,meta_top_director_최동훈,meta_top_director_허진호,meta_top_director_유하,meta_top_director_곽경택,meta_top_director_김지운,meta_top_director_김지훈,meta_top_director_김홍선,meta_top_director_박찬욱,meta_top_director_박훈정,meta_top_director_우민호,meta_top_director_김성수,meta_top_director_김성훈,meta_top_director_김한민,meta_top_director_박진표,meta_top_director_봉준호,meta_top_director_양우석,meta_top_director_원신연,meta_top_director_윤제균,meta_top_director_이한,meta_top_director_정범식,meta_top_director_강우석,meta_top_director_김병우,meta_top_director_김태균,meta_top_director_나홍진,meta_top_director_박희곤,meta_top_director_연상호,meta_top_cast_황정민,meta_top_cast_오달수,meta_top_cast_마동석,meta_top_cast_정만식,meta_top_cast_이성민,meta_top_cast_유해진,meta_top_cast_조진웅,meta_top_cast_하정우,meta_top_cast_장영남,meta_top_cast_라미란,meta_top_cast_이경영,meta_top_cast_김의성,meta_top_cast_설경구,meta_top_cast_윤제문,meta_top_cast_이준혁,meta_top_cast_조우진,meta_top_cast_정우성,meta_top_cast_고창석,meta_top_cast_김민재,meta_top_cast_김윤석,meta_top_cast_류승룡,meta_top_cast_박성웅,meta_top_cast_송강호,meta_top_cast_유승목,meta_top_cast_강동원,meta_top_cast_김종수,meta_top_cast_송영창,meta_top_cast_주진모,meta_top_cast_배성우,meta_top_cast_성동일,meta_top_cast_곽도원,meta_top_cast_박정민,meta_top_cast_박희순,meta_top_cast_신정근,meta_top_cast_이병헌,meta_top_cast_이선균,meta_top_cast_김상호,meta_top_cast_정인기,meta_top_cast_김성균,meta_top_cast_김희원,meta_top_cast_이한위,meta_top_cast_이희준,meta_top_cast_정진영,meta_top_cast_조한철,meta_top_cast_권해효,meta_top_cast_김원해,meta_top_cast_김홍파,meta_top_cast_류준열,meta_top_cast_박해준,meta_top_cast_염혜란,title_length,title_length_no_space,title_word_count,title_has_digit,title_has_english,title_has_special_char,title_has_series_keyword,title_keyword_love,title_keyword_war,title_keyword_crime,title_keyword_horror,title_keyword_family,title_keyword_comedy,title_keyword_action,title_keyword_fantasy,title_keyword_youth,title_has_emotion_genre_keyword,poster_available,poster_width,poster_height,poster_aspect_ratio,poster_brightness_mean,poster_saturation_mean,poster_red_mean,poster_green_mean,poster_blue_mean,poster_contrast,poster_edge_density
마당을 나온 암탉,2011-07-28,2011-07-28,애니메이션|가족|모험|드라마,https://image.tmdb.org/t/p/original/v6XLCmZgH1z3SUqNJUgR8zuEWyK.jpg,2201273,14.6045468416292,C,1,True,False,False,False,2011,93,0,0.0,2011,7,3,1,0,0,summer,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1.0,10,1,1.0,4,69,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1500,0.6666666666666666,0.4582549631595611,0.4970239698886871,0.378240168094635,0.5103970766067505,0.399631917476654,0.2787549197673797,0.028281567973311
아이들...,2011-02-17,2011-02-17,범죄|스릴러|드라마,https://image.tmdb.org/t/p/original/y8ZFtoUPBObYn1v117SAprYeYov.jpg,1867849,14.440298594760858,C,1,True,False,False,False,2011,132,0,0.0,2011,2,1,0,0,0,winter,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,2,2.0,10,24,8.9,2,69,35.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,764,1146,0.6666666666666666,0.4109463691711426,0.2953936159610748,0.3685715198516845,0.4286679923534393,0.4308364689350128,0.405413955450058,0.1240857134036673
평양성,2011-01-27,2011-01-27,전쟁|코미디|역사,https://image.tmdb.org/t/p/original/1yeN6ubYUczSy8pEtKtBccW8Amj.jpg,1717566,14.356419312506992,C,1,True,False,False,False,2011,117,0,0.0,2011,1,1,0,1,0,winter,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,1,11,11.0,10,37,14.5,6,155,39.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,1289,0.6982156710628394,0.3873127698898315,0.2885449528694153,0.4152870178222656,0.3791245520114898,0.3561038970947265,0.3129918873310089,0.1170904710978507
헬로우 고스트,2010-12-22,2010-12-23,코미디|드라마|로맨스|가족,https://image.tmdb.org/t/p/original/q1BhsAuwL21Ad3fC2HaSRc06JWI.jpg,1663339,14.324338187067593,C,1,True,False,False,False,2010,111,0,0.0,2010,12,4,0,1,1,winter,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,1,3,3.0,10,30,13.5,2,65,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,1290,0.6976744186046512,0.3270944058895111,0.4393227696418762,0.3898795247077942,0.3061011433601379,0.2705179154872894,0.2600422203540802,0.0844379496596704
그대를 사랑합니다,2011-02-17,2011-02-17,드라마|로맨스,https://image.tmdb.org/t/p/original/lu5DjnySl2zj7jOBu54p12bRi38.jpg,1645126,14.313328142848977,C,1,True,False,False,False,2011,118,0,0.0,2011,2,1,0,0,0,winter,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3.0,10,36,8.9,4,65,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1343,1913,0.702038682697334,0.6985010504722595,0.2070224583148956,0.7196952104568481,0.6937021017074585,0.6676229238510132,0.2807379066944122,0.0535175622027543
특수본,2011-11-24,2011-11-24,범죄|액션|모험,https://image.tmdb.org/t/p/original/2UcFiJVjyICwBQ5ahOesRgG23d7.jpg,1118258,13.927283569552445,C,1,True,False,False,False,2011,111,0,0.0,2011,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,3,1,2,2.0,10,34,12.9,3,69,27.333333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1750,2625,0.6666666666666666,0.3068343102931976,0.3126311302185058,0.3025071024894714,0.3111892640590668,0.2957594990730285,0.3141044080257416,0.0348057986796433
오직 그대만,2011-10-20,2011-10-20,로맨스|드라마,https://image.tmdb.org/t/p/original/zqw49pO0FndPZL5LVkq85JCNIVH.jpg,1027622,13.84275892621729,C,1,True,False,False,False,2011,106,0,0.0,2011,10,4,0,0,0,fall,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1.0,10,15,8.1,3,78,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1912,2868,0.6666666666666666,0.5667170286178589,0.1720656901597976,0.5762966871261597,0.5632943511009216,0.5592148303985596,0.289278507232666,0.0183879482436958
체포왕,2011-05-04,2011-05-04,액션|코미디,https://image.tmdb.org/t/p/original/6kdgoukmOBriTTcI5Ar2d29Dvnh.jpg,870887,13.677268659736436,D,0,False,False,False,False,2011,117,0,0.0,2011,5,2,0,0,0,spring,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,1,1.0,10,33,8.9,2,69,36.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,1278,0.704225352112676,0.3979328572750091,0.2769534587860107,0.4329545199871063,0.3875690698623657,0.3594422042369842,0.3370393216609955,0.0530262089563149
만추,2011-02-17,2011-02-17,드라마|로맨스,https://image.tmdb.org/t/p/original/nZjvwQ4bwPW7bBVCCQKUDWwk8Jm.jpg,844103,13.64603098873561,D,0,False,False,False,False,2011,113,6200000,15.64006001130563,2011,2,1,0,0,0,winter,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3.0,10,10,2.4,3,3,1.6666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,679,1000,0.679,0.5633876323699951,0.1434395462274551,0.5527477264404297,0.5728693604469299,0.5424710512161255,0.2088559567928314,0.0354643185499597
퍼펙트 게임,2011-12-21,2011-12-21,드라마,https://image.tmdb.org/t/p/original/dstMWctWVTU6RWp60PcCdTS9ipM.jpg,811772,13.606976023410324,D,0,False,False,False,False,2011,127,0,0.0,2011,12,4,0,1,1,winter,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4.0,10,34,13.1,3,69,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,764,1146,0.6666666666666666,0.5857406854629517,0.1426938772201538,0.6016722321510315,0.5841062068939209,0.5523712038993835,0.3177947103977203,0.0430110600522073
화이트: 저주의 멜로디,2011-06-09,2011-06-09,공포|음악|미스터리,https://image.tmdb.org/t/p/original/13ChwQ3tMlBcEzHRFQC4NU0C23z.jpg,790954,13.58099635511885,D,0,False,False,False,False,2011,106,0,0.0,2011,6,2,0,0,0,summer,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,2,3,3.0,10,8,2.8,1,155,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,800,1200,0.6666666666666666,0.3526540100574493,0.3330412209033966,0.375867635011673,0.3410818576812744,0.3513554632663727,0.3508459031581878,0.048786235662148
푸른소금,2011-08-31,2011-08-31,액션|드라마|로맨스,https://image.tmdb.org/t/p/original/iyYp4IzPZvIZw3am03bVPIFoq38.jpg,771699,13.556351152445695,D,0,False,False,False,False,2011,120,0,0.0,2011,8,3,1,0,0,summer,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,1.0,10,30,9.9,1,155,155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1330,1995,0.6666666666666666,0.4522458016872406,0.2243992686271667,0.4497434794902801,0.4505409300327301,0.4675872027873993,0.297227531671524,0.0467336365993353
황해,2010-12-22,2010-12-22,드라마|스릴러|범죄,https://image.tmdb.org/t/p/original/nuZvoEcYkIIQLMIMbQ72dmlyDJD.jpg,763270,13.545368424139356,D,0,False,False,False,False,2010,156,8170000,15.9159795892352,2010,12,4,0,1,1,winter,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,4,4.0,10,34,13.9,8,78,15.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1377,2053,0.6707257671699951,0.2684241235256195,0.2491537630558014,0.2932909727096557,0.2632088661193847,0.2300572544336319,0.260334312915802,0.0270447101264093
고양이: 죽음을 보는 두 개의 눈,2011-07-07,2011-07-07,공포|미스터리,https://image.tmdb.org/t/p/original/tazeBL08ynczxo1A14Vb3jnADVU.jpg,672071,13.418120756623043,D,0,False,False,False,False,2011,106,0,0.0,2011,7,3,1,0,0,summer,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1.0,10,24,5.2,2,65,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,900,1282,0.7020280811232449,0.3315642774105072,0.4489100575447082,0.3685461580753326,0.3136655688285827,0.3267304301261902,0.3073506653308868,0.106089221130398
티끌모아 로맨스,2011-11-10,2011-11-10,로맨스|코미디,https://image.tmdb.org/t/p/original/kHD3wMql5MQkJZYyN8i2e0iiNBa.jpg,423915,12.957290601379533,D,0,False,False,False,False,2011,114,0,0.0,2011,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1.0,10,29,5.6,1,3,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,633,907,0.6979051819184123,0.4939940273761749,0.4291739463806152,0.513826310634613,0.4883006811141968,0.4712933003902435,0.3461895585060119,0.0749274889641953
커플즈,2011-11-02,2011-11-02,코미디|로맨스,https://image.tmdb.org/t/p/original/kxXsTYRrrYUwo9tcoCoL4m7k53c.jpg,360045,12.793987080047186,D,0,False,False,False,False,2011,110,0,0.0,2011,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3.0,10,14,4.9,5,22,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,913,1361,0.6708302718589273,0.5770191550254822,0.3076048791408539,0.6959712505340576,0.5279026627540588,0.5179373621940613,0.3214118480682373,0.0491491442306453
세상에서 가장 아름다운 이별,2011-04-20,2011-04-20,드라마,https://image.tmdb.org/t/p/original/sJZD0I0tNpTR6FDhTsr5XCNwzTW.jpg,316788,12.665991216097355,D,0,False,False,False,False,2011,125,0,0.0,2011,4,2,0,0,0,spring,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,9.0,10,12,7.1,2,65,40.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,900,1289,0.6982156710628394,0.6466008424758911,0.1930208206176757,0.6864632964134216,0.6327458620071411,0.6133899688720703,0.3445010781288147,0.0660445528515611
도둑들,2012-07-25,2012-07-25,액션|범죄,https://image.tmdb.org/t/p/original/ujIHEzt2EEboVzjQoWZBMYdAt1v.jpg,12983178,16.37916515450761,S,4,True,True,True,True,2012,135,0,0.0,2012,7,3,1,0,0,summer,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,8,8.0,10,36,11.6,12,78,12.166666666666666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1500,2138,0.7015902712815716,0.4713318645954132,0.2369241565465927,0.4761395454406738,0.477673202753067,0.4260696470737457,0.2439855188131332,0.0412571084129102
"광해, 왕이 된 남자",2012-09-13,2012-09-13,드라마|역사,https://image.tmdb.org/t/p/original/6Pg5AwsJUqeGanGOWcaljQXGe5g.jpg,12319390,16.326685083029673,S,4,True,True,True,True,2012,131,0,0.0,2012,9,3,0,0,0,fall,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,3,3.0,10,24,11.7,2,155,82.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1922,2866,0.6706210746685276,0.3575514554977417,0.5121893882751465,0.458480566740036,0.3177874982357025,0.2975834608078003,0.3063507676124573,0.0584972951610753
늑대소년,2012-10-31,2012-10-31,로맨스|판타지,https://image.tmdb.org/t/p/original/4aQ3yPJCNILHR9SrtBjMmCvn3nG.jpg,6654390,15.710787495481291,A,3,True,True,True,False,2012,125,0,0.0,2012,10,4,0,0,0,fall,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1.0,10,30,9.6,2,5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1902,2835,0.6708994708994709,0.3558867275714874,0.3572344183921814,0.4060177206993103,0.3422841727733612,0.2944436967372894,0.2843433916568756,0.0184258177226007
범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,2012-02-02,범죄|스릴러,https://image.tmdb.org/t/p/original/4tJYmvn7VgDsrAYHgB3qebVWTut.jpg,4719872,15.367292450420083,B,2,True,True,False,False,2012,133,125000,11.736077016252437,2012,2,1,0,0,0,winter,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,3.0,10,34,16.0,2,78,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,15,4,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1900,2850,0.6666666666666666,0.391522079706192,0.2176763415336609,0.4160236418247223,0.3907106220722198,0.3314376175403595,0.2412629723548889,0.070852867139327
내 아내의 모든 것,2012-05-17,2012-05-17,코미디|로맨스,https://image.tmdb.org/t/p/original/mNS9UU8sAhBaffVVU9vPNs4MxvY.jpg,4598583,15.341258987984192,B,2,True,True,False,False,2012,121,0,0.0,2012,5,2,0,0,0,spring,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,9,9.0,10,33,12.8,4,65,28.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1430,0.6993006993006993,0.4028509557247162,0.2654536366462707,0.4646888077259063,0.3782430589199066,0.3673709332942962,0.3085892796516418,0.0351637930129445
연가시,2012-07-05,2012-07-05,스릴러|드라마,https://image.tmdb.org/t/p/original/5b9zIJ4AptjotWGsjPXox01rx5u.jpg,4515833,15.323100445383,B,2,True,True,False,False,2012,109,0,0.0,2012,7,3,1,0,0,summer,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,3.0,10,15,7.9,2,155,78.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,3000,0.6666666666666666,0.3155125975608825,0.337139755487442,0.3516777157783508,0.3062154948711395,0.2685304284095764,0.2814843952655792,0.0060947061275531
건축학개론,2012-03-22,2012-03-22,코미디|로맨스,https://image.tmdb.org/t/p/original/6ChBkMt5fwYPtKvbtq8irLfuKHc.jpg,4110645,15.229090751736882,B,2,True,True,False,False,2012,118,0,0.0,2012,3,1,0,0,0,spring,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,3,3.0,10,27,8.6,1,12,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1911,2865,0.6670157068062827,0.5642942786216736,0.3406991958618164,0.6198959350585938,0.5499873757362366,0.4921296536922455,0.3035905361175537,0.0180343918925956
댄싱퀸,2012-01-18,2012-01-18,로맨스|드라마|코미디,https://image.tmdb.org/t/p/original/t0TmIy5LfKvU6qDoBXPTvvQm4oM.jpg,4057546,15.216089161791164,B,2,True,True,False,False,2012,124,0,0.0,2012,1,1,0,1,0,winter,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,4.0,10,37,12.5,2,155,87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,756,1134,0.6666666666666666,0.5178086757659912,0.388843297958374,0.5848066210746765,0.5002456903457642,0.4325200021266937,0.3174972534179687,0.1485778744661993
26년,2012-11-29,2012-11-29,드라마|스릴러,https://image.tmdb.org/t/p/original/ljo7aXcGIdYZm90MppokHKreYTT.jpg,2940475,14.894082030971608,C,1,True,False,False,False,2012,135,4330000,15.281078330925528,2012,11,4,0,0,0,fall,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,2.0,10,28,9.5,2,7,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,900,1288,0.6987577639751553,0.3105339407920837,0.2201958298683166,0.3134346008300781,0.3073223829269409,0.3194626271724701,0.30649134516716,0.0419206013957271
