feature,importance
meta_tmdb_runtime,0.08376749508818694
meta_cast_mean_frequency,0.07417565882976133
meta_director_mean_frequency,0.041369743981784564
meta_tmdb_budget,0.03951431612486052
poster_red_mean,0.03929897319263245
poster_brightness_mean,0.03604278776404294
meta_open_year,0.03559116872802483
meta_director_max_frequency,0.03520846524926178
meta_tmdb_release_year,0.035035034036948964
meta_cast_max_frequency,0.034872359849726975
meta_production_company_mean_frequency,0.03311955095527448
meta_log_tmdb_budget,0.03309942023341906
poster_green_mean,0.03229189942236588
poster_blue_mean,0.03213473129678263
poster_saturation_mean,0.031713278087780954
poster_contrast,0.030354664113793357
meta_production_company_max_frequency,0.030330224955224288
poster_edge_density,0.028022291433010313
meta_open_month,0.022599323896530757
poster_height,0.0222365452076283
poster_width,0.02205142610173695
poster_aspect_ratio,0.01977870822554628
meta_is_summer_peak,0.0191272785221077
meta_production_company_count,0.015800710215529704
genre_액션,0.01374234723889711
meta_season_summer,0.011957205833265086
meta_open_quarter,0.011191487593614966
meta_genre_count,0.010665359342846315
genre_역사,0.008364328336786103
genre_드라마,0.007138023697802478
genre_로맨스,0.005967856514509986
meta_season_spring,0.005631326318090629
genre_스릴러,0.0047554632860923405
genre_공포,0.004588146036084112
genre_코미디,0.004588094134710205
meta_top_cast_강동원,0.004409497217471166
meta_season_fall,0.004387638541552419
meta_top_cast_오달수,0.004201562484294916
meta_top_cast_유해진,0.004063178729629913
meta_season_winter,0.003938786054483846
genre_범죄,0.003797624805379855
meta_is_winter_peak,0.003598539297789505
meta_top_cast_이병헌,0.003440563953581176
genre_전쟁,0.002810428913077455
meta_top_cast_김윤석,0.002637658358316411
meta_is_year_end,0.0024887977847343596
meta_top_cast_하정우,0.0023691068535953074
meta_top_cast_정만식,0.0019235012578462836
meta_top_cast_장영남,0.0018499439331306287
meta_top_cast_황정민,0.001700781921823843
genre_미스터리,0.0015779486266253306
meta_top_cast_곽도원,0.0015028483973914357
meta_cast_count,0.001416367339498995
meta_top_cast_송강호,0.0013934768814279049
meta_top_cast_김종수,0.0013058488296520882
meta_top_cast_박성웅,0.0011971590826008935
meta_top_cast_김의성,0.001112496683540853
meta_top_cast_조우진,0.0010345209871572994
meta_top_cast_마동석,0.0009832692083628586
meta_top_cast_조진웅,0.0009445652049600062
meta_top_director_김용화,0.000940842993921176
meta_top_cast_유승목,0.0009380679491340698
meta_top_cast_윤제문,0.0008811809330755067
meta_top_cast_정진영,0.000827150696560465
genre_모험,0.0008248830204429599
meta_top_cast_류승룡,0.000820617758970377
meta_top_cast_고창석,0.0008013972376991405
meta_top_cast_송영창,0.0007761505447882169
meta_top_cast_이준혁,0.0007684126466458989
genre_판타지,0.0007667641221813964
meta_top_cast_김민재,0.0007604895796953864
meta_top_cast_정우성,0.0007601499994736721
meta_top_cast_이성민,0.0007215303710736959
meta_top_cast_이경영,0.0007198686644158955
meta_top_cast_김원해,0.0007015003134124821
meta_top_cast_주진모,0.0006932454965088532
meta_top_cast_설경구,0.000677709635240979
meta_top_cast_이한위,0.0006512170007549176
meta_top_cast_성동일,0.0006422043161096644
meta_top_cast_신정근,0.0005871085057174256
meta_top_cast_김홍파,0.0005279699304190074
meta_top_cast_류준열,0.0004973039110005277
meta_top_director_이준익,0.0004847147466131327
meta_top_cast_김성균,0.0004616859579883863
meta_top_cast_박희순,0.0004603536873563818
meta_top_cast_박정민,0.00045209271274505137
genre_음악,0.0004434866054975462
meta_top_cast_배성우,0.00042494601391117597
meta_top_cast_라미란,0.000368048019677525
meta_top_cast_김상호,0.00036762975494034864
meta_top_cast_김희원,0.00035325306700341273
meta_top_director_최동훈,0.0003196336711500327
meta_top_cast_권해효,0.0003081581915315311
meta_top_cast_박해준,0.0002994042155817784
meta_top_cast_이선균,0.0002937911667744307
meta_top_director_양우석,0.00021996588273015985
meta_top_director_류승완,0.0002153726966945384
meta_top_director_민규동,0.00019920418369683915
meta_top_cast_정인기,0.00019763794184380156
meta_top_director_허진호,0.00018048906020155748
meta_top_cast_이희준,0.00017511364816465898
meta_top_cast_염혜란,0.00016333331552964133
meta_top_director_김한민,0.00014244841854379117
genre_가족,0.00012266974510833931
meta_director_count,0.00011103322369365829
meta_top_director_박훈정,9.460588809563674e-05
genre_SF,9.229279156648792e-05
meta_top_director_이한,9.188250370936973e-05
meta_top_director_원신연,8.565967641704194e-05
meta_top_director_우민호,7.125508137265854e-05
meta_top_director_김성훈,5.700831679789078e-05
genre_애니메이션,4.9936238447841656e-05
meta_top_director_유하,3.4250756216628826e-05
meta_top_director_연상호,2.9119600689796088e-05
meta_top_director_정범식,2.731070146288775e-05
meta_top_director_윤제균,2.330449515958322e-05
meta_top_cast_조한철,2.3076176339200756e-05
meta_top_director_김홍선,2.0858150154963644e-05
meta_top_director_김지훈,1.885115474929874e-05
meta_top_director_나홍진,1.8551722015337067e-05
genre_다큐멘터리,0.0
genre_서부,0.0
meta_top_director_곽경택,0.0
meta_top_director_김지운,0.0
meta_top_director_박찬욱,0.0
meta_top_director_김성수,0.0
meta_top_director_박진표,0.0
meta_top_director_봉준호,0.0
meta_top_director_강우석,0.0
meta_top_director_김병우,0.0
meta_top_director_김태균,0.0
meta_top_director_박희곤,0.0
poster_available,0.0
