feature,importance,signed_value
meta_top_cast_김희원,1.5136635128854943,-1.5136635128854943
meta_cast_mean_frequency,0.9809038601283816,0.9809038601283816
meta_is_summer_peak,0.902344205216897,0.902344205216897
meta_log_tmdb_budget,0.771117337680913,0.771117337680913
meta_director_mean_frequency,0.6441431439789679,0.6441431439789679
meta_tmdb_runtime,0.6264134996314968,0.6264134996314968
meta_top_cast_이병헌,0.6080275485604264,0.6080275485604264
meta_open_month,0.6023320128267285,-0.6023320128267285
genre_코미디,0.5794232817593888,0.5794232817593888
meta_top_director_이한,0.557970072091994,-0.557970072091994
meta_top_cast_김상호,0.5209169194876812,-0.5209169194876812
meta_top_director_김용화,0.5199257862072987,0.5199257862072987
meta_top_cast_유해진,0.48992703576187585,0.48992703576187585
meta_top_director_김지운,0.46344562838775893,-0.46344562838775893
meta_open_year,0.44897318724120766,-0.44897318724120766
meta_top_cast_강동원,0.4179283466870363,0.4179283466870363
meta_top_cast_윤제문,0.4154175382062667,-0.4154175382062667
meta_top_director_원신연,0.41027951880317204,-0.41027951880317204
meta_top_director_박희곤,0.40354105754672254,-0.40354105754672254
meta_season_fall,0.3799085133627292,0.3799085133627292
genre_스릴러,0.37337294781215347,-0.37337294781215347
meta_production_company_max_frequency,0.37297653624930216,0.37297653624930216
meta_top_director_김태균,0.35735827980539203,-0.35735827980539203
genre_모험,0.3566971433304132,-0.3566971433304132
meta_top_cast_류준열,0.35128320995728685,0.35128320995728685
meta_top_cast_유승목,0.33163918660096353,0.33163918660096353
meta_top_director_최동훈,0.3311152186980391,-0.3311152186980391
genre_액션,0.3238160718487836,0.3238160718487836
meta_top_cast_이성민,0.30978745133651403,-0.30978745133651403
meta_tmdb_budget,0.30867500058848313,-0.30867500058848313
genre_가족,0.3053633776588518,-0.3053633776588518
genre_공포,0.2951388780489229,-0.2951388780489229
meta_top_director_김홍선,0.2916136302419911,-0.2916136302419911
genre_판타지,0.2901713223832929,-0.2901713223832929
genre_미스터리,0.28435486494588164,0.28435486494588164
meta_top_cast_조진웅,0.27669899526120934,0.27669899526120934
meta_top_director_이준익,0.27650499067072515,-0.27650499067072515
meta_cast_max_frequency,0.2629267346842931,-0.2629267346842931
meta_top_director_김병우,0.25574139360256243,0.25574139360256243
meta_top_director_정범식,0.25188547308123427,-0.25188547308123427
genre_다큐멘터리,0.24971768293393562,0.24971768293393562
genre_로맨스,0.24269959232012972,-0.24269959232012972
meta_season_spring,0.23315441263248368,-0.23315441263248368
meta_top_cast_박성웅,0.22541672920970288,0.22541672920970288
meta_top_director_박훈정,0.22488063315654017,0.22488063315654017
meta_top_cast_하정우,0.2244633764887172,-0.2244633764887172
meta_top_cast_주진모,0.2218597887070143,-0.2218597887070143
meta_top_cast_박희순,0.21798410257062775,-0.21798410257062775
meta_top_cast_이희준,0.2129925582286725,-0.2129925582286725
meta_top_cast_장영남,0.20543738452219648,0.20543738452219648
meta_director_max_frequency,0.20151492790253092,0.20151492790253092
meta_top_cast_황정민,0.19916500410209284,-0.19916500410209284
meta_cast_count,0.1972028086742432,-0.1972028086742432
meta_top_cast_이한위,0.19541317454990112,-0.19541317454990112
meta_top_director_민규동,0.1811898930720336,-0.1811898930720336
meta_top_cast_이준혁,0.18102684982305747,-0.18102684982305747
genre_SF,0.1688831818385158,-0.1688831818385158
meta_season_winter,0.16602873552618602,-0.16602873552618602
meta_top_cast_정만식,0.16527316324660746,-0.16527316324660746
meta_top_cast_김홍파,0.1591759755592272,0.1591759755592272
meta_top_cast_곽도원,0.1574224252864568,0.1574224252864568
meta_top_cast_박정민,0.14886512461219817,-0.14886512461219817
