feature,importance
meta_is_summer_peak,0.6379590248385234
meta_log_tmdb_budget,0.631813967811065
meta_top_cast_송강호,0.5612088758417275
meta_top_cast_정만식,0.4704807248208963
genre_스릴러,0.4452943639381436
meta_top_cast_유해진,0.4249296704461849
meta_top_cast_신정근,0.42160251588458886
meta_production_company_mean_frequency,0.41249135404954435
meta_top_cast_류준열,0.4013758706071441
meta_top_cast_류승룡,0.394176541034306
genre_액션,0.39100136263765306
title_length_no_space,0.388832211297914
meta_top_cast_이성민,0.3820399644599517
genre_SF,0.3814689628335636
meta_top_cast_조한철,0.38093915624785823
title_word_count,0.38014351888646053
meta_director_count,0.37134139755159323
meta_top_cast_강동원,0.3646950678350209
genre_코미디,0.36252906947253083
meta_top_cast_김성균,0.36016104571836144
meta_season_fall,0.35984353201003355
poster_blue_mean,0.3576285724051029
meta_cast_count,0.35722742674335645
meta_top_cast_이한위,0.35350159964664923
meta_open_year,0.34772026567921044
meta_tmdb_release_year,0.34512182543335557
genre_드라마,0.3414985403469898
meta_top_cast_김의성,0.3316289918631239
meta_director_mean_frequency,0.32749597608996267
poster_green_mean,0.32736654464895293
poster_red_mean,0.32506668152500234
genre_로맨스,0.31547203056757195
meta_top_cast_유승목,0.31523192976652115
title_has_special_char,0.31431132484653895
meta_top_cast_이병헌,0.31142046796520517
meta_top_director_우민호,0.3038002716576245
meta_production_company_max_frequency,0.30082246214013014
meta_top_cast_김윤석,0.30044938047690567
meta_top_cast_김원해,0.2990001771268563
genre_범죄,0.29782288012727326
title_keyword_fantasy,0.2939541393740719
meta_tmdb_budget,0.2935044097980267
genre_판타지,0.2930990551744558
meta_director_max_frequency,0.2865201339252198
meta_top_cast_정진영,0.285241880122725
meta_top_cast_하정우,0.2791213321292585
meta_top_cast_오달수,0.27837100619006155
title_keyword_love,0.2753881623119792
meta_top_director_이준익,0.2736952156814028
title_keyword_youth,0.27299700321594733
meta_top_cast_이희준,0.2704627947650543
meta_open_quarter,0.27006101731607957
meta_top_director_최동훈,0.26952859955098096
meta_top_director_봉준호,0.26429548866682423
meta_season_summer,0.2621031168801169
meta_tmdb_runtime,0.2619545157003243
meta_top_director_허진호,0.25770259482266766
meta_top_director_유하,0.25757941898090986
meta_cast_mean_frequency,0.2542329655650796
title_length,0.25353417397293876
meta_top_director_박찬욱,0.25255983657686787
meta_top_cast_이준혁,0.2522883585857157
meta_top_cast_박정민,0.2517888765839503
genre_공포,0.25127735031454856
poster_height,0.24915302186301388
meta_top_cast_김희원,0.24788113954741334
meta_season_winter,0.2451311272074784
meta_top_cast_조진웅,0.2433303921399103
meta_top_cast_윤제문,0.24028193396565584
meta_top_cast_김홍파,0.23778252495460075
poster_width,0.23633887609887946
genre_전쟁,0.23628801926887233
poster_edge_density,0.2355743313971018
meta_top_cast_곽도원,0.23483635137134554
meta_top_director_나홍진,0.23213840056704096
meta_is_winter_peak,0.23051227533767552
meta_cast_max_frequency,0.23038413270584313
meta_top_director_윤제균,0.23005305138590648
meta_top_director_김태균,0.22982020731268865
meta_is_year_end,0.2287956860996964
meta_top_cast_김민재,0.2267071789720881
meta_top_director_양우석,0.22428886266035009
meta_top_cast_라미란,0.21928203628921716
meta_top_cast_박성웅,0.2154596468540031
meta_top_cast_고창석,0.2105181480794216
