feature,importance,signed_value
meta_top_cast_김희원,1.553317041774917,-1.553317041774917
meta_is_summer_peak,1.1776453668836264,1.1776453668836264
title_word_count,1.0749138660824042,1.0749138660824042
title_length_no_space,0.9623753809048761,-0.9623753809048761
meta_cast_mean_frequency,0.7807234901022313,0.7807234901022313
title_has_series_keyword,0.7627408910719391,-0.7627408910719391
meta_director_mean_frequency,0.7080498813607559,0.7080498813607559
meta_tmdb_runtime,0.6856200723382124,0.6856200723382124
genre_코미디,0.6840717797714273,0.6840717797714273
meta_log_tmdb_budget,0.6802715887637883,0.6802715887637883
meta_top_cast_이병헌,0.6385929468436186,0.6385929468436186
meta_top_director_김태균,0.5935101188908769,-0.5935101188908769
title_keyword_love,0.5749550141910469,-0.5749550141910469
genre_판타지,0.5748769988672799,-0.5748769988672799
title_has_english,0.5662924545633291,-0.5662924545633291
meta_top_director_최동훈,0.5596755649614418,-0.5596755649614418
meta_top_cast_유해진,0.5445455043752248,0.5445455043752248
meta_top_cast_강동원,0.5402818669218992,0.5402818669218992
title_keyword_fantasy,0.5388803862134551,0.5388803862134551
meta_top_cast_조진웅,0.5110189089956831,0.5110189089956831
meta_season_fall,0.5098880058432128,0.5098880058432128
meta_top_cast_김상호,0.5022553166816099,-0.5022553166816099
meta_top_director_김용화,0.4907539909537256,0.4907539909537256
genre_액션,0.47562409081242873,0.47562409081242873
meta_top_cast_이성민,0.473401213109151,-0.473401213109151
meta_top_cast_유승목,0.4648668292284611,0.4648668292284611
meta_top_director_김지운,0.46462427153487096,-0.46462427153487096
genre_스릴러,0.4583494572646794,-0.4583494572646794
meta_top_cast_윤제문,0.43548008563180596,-0.43548008563180596
meta_production_company_max_frequency,0.43301669104701157,0.43301669104701157
meta_open_year,0.42837688488013387,-0.42837688488013387
title_keyword_youth,0.4258535887811658,0.4258535887811658
meta_top_director_원신연,0.4245359503684563,-0.4245359503684563
meta_cast_count,0.42405004761557913,-0.42405004761557913
meta_open_month,0.4237585334297761,-0.4237585334297761
meta_top_director_박희곤,0.42150110416763176,-0.42150110416763176
title_length,0.40732784223855883,-0.40732784223855883
title_keyword_horror,0.4058792268562178,-0.4058792268562178
meta_top_director_김병우,0.38640837241675546,0.38640837241675546
meta_top_director_이한,0.3663466286687202,-0.3663466286687202
meta_top_director_김한민,0.3646365656658741,0.3646365656658741
