feature,importance,signed_value
poster_height,3.1543744093425383,3.1543744093425383
poster_width,2.9675177682286824,-2.9675177682286824
meta_open_quarter,0.39148588122205197,-0.39148588122205197
poster_green_mean,0.38636841593609283,0.38636841593609283
poster_red_mean,0.35261780254786945,-0.35261780254786945
meta_season_fall,0.31170344203539835,0.31170344203539835
meta_cast_mean_frequency,0.26722027497368384,0.26722027497368384
meta_director_max_frequency,0.24672801448018206,0.24672801448018206
meta_tmdb_release_year,0.2332693618284154,-0.2332693618284154
meta_season_winter,0.2079297625065088,-0.2079297625065088
meta_is_year_end,0.20612458861607588,0.20612458861607588
meta_top_director_김지운,0.20105542906118876,-0.20105542906118876
meta_is_summer_peak,0.1988795962188713,0.1988795962188713
poster_aspect_ratio,0.19375276065662614,0.19375276065662614
meta_open_year,0.1881695825462981,-0.1881695825462981
meta_log_tmdb_budget,0.18328779824279992,0.18328779824279992
meta_production_company_max_frequency,0.17839668457548372,0.17839668457548372
genre_다큐멘터리,0.17457601475896198,0.17457601475896198
meta_tmdb_runtime,0.17027567389324935,0.17027567389324935
meta_cast_count,0.16917137386019301,0.16917137386019301
meta_top_cast_이병헌,0.15734380695948483,0.15734380695948483
meta_season_spring,0.15147618130740842,-0.15147618130740842
poster_blue_mean,0.12748257439122113,-0.12748257439122113
genre_코미디,0.10836695340115199,0.10836695340115199
meta_is_winter_peak,0.10625160328167102,0.10625160328167102
meta_top_cast_정인기,0.10478850445936394,-0.10478850445936394
meta_top_cast_유해진,0.09917887419743837,0.09917887419743837
poster_brightness_mean,0.09588398309120622,0.09588398309120622
meta_top_director_이준익,0.09375420224096587,-0.09375420224096587
meta_top_cast_장영남,0.09345583467601054,-0.09345583467601054
poster_edge_density,0.0916084947394992,-0.0916084947394992
genre_액션,0.09041851647014888,0.09041851647014888
meta_top_director_김성수,0.08920504141830365,-0.08920504141830365
genre_로맨스,0.08900818973455421,-0.08900818973455421
meta_top_cast_김성균,0.08858920175091452,0.08858920175091452
meta_top_director_윤제균,0.08535395093729249,0.08535395093729249
genre_SF,0.0852554408299126,-0.0852554408299126
meta_open_month,0.08507314161473498,-0.08507314161473498
genre_드라마,0.08496166659236198,-0.08496166659236198
meta_top_director_류승완,0.08419471420825733,-0.08419471420825733
meta_top_director_유하,0.08281058954660143,-0.08281058954660143
genre_음악,0.0824394541340014,-0.0824394541340014
meta_top_director_박희곤,0.08222979872935351,-0.08222979872935351
meta_top_director_허진호,0.07979200989912366,-0.07979200989912366
meta_top_cast_정진영,0.07809922022835611,-0.07809922022835611
meta_top_cast_라미란,0.07801710827192547,0.07801710827192547
meta_top_cast_강동원,0.07737822292765262,0.07737822292765262
meta_top_cast_송강호,0.07718943791912823,0.07718943791912823
meta_top_director_김병우,0.07716361788364647,0.07716361788364647
meta_top_cast_김홍파,0.07085302816181616,-0.07085302816181616
meta_top_cast_하정우,0.07075414231335307,-0.07075414231335307
meta_top_director_나홍진,0.07041656884388439,-0.07041656884388439
poster_saturation_mean,0.0701337801144621,-0.0701337801144621
genre_애니메이션,0.06971420120941597,0.06971420120941597
genre_역사,0.06869525013138694,0.06869525013138694
meta_top_cast_박희순,0.06794797759067359,-0.06794797759067359
meta_top_director_민규동,0.06591121664874494,-0.06591121664874494
meta_top_director_곽경택,0.06487921813816097,0.06487921813816097
meta_top_cast_설경구,0.06465035822197308,-0.06465035822197308
meta_top_director_박찬욱,0.06440825213047255,-0.06440825213047255
meta_top_cast_윤제문,0.06401830729575204,-0.06401830729575204
meta_top_cast_송영창,0.06051288120568238,-0.06051288120568238
genre_모험,0.05721672761584534,-0.05721672761584534
meta_director_count,0.05619187599140912,-0.05619187599140912
meta_top_cast_주진모,0.05367859303341554,-0.05367859303341554
meta_top_cast_이경영,0.053115209371995195,-0.053115209371995195
meta_top_cast_이선균,0.05252739043934429,-0.05252739043934429
meta_top_cast_오달수,0.04980340836309621,-0.04980340836309621
meta_production_company_mean_frequency,0.04801458744691628,0.04801458744691628
meta_top_cast_이성민,0.045900280220895345,-0.045900280220895345
meta_top_cast_마동석,0.0445507434978519,0.0445507434978519
meta_top_cast_정만식,0.04364533149268597,-0.04364533149268597
meta_top_director_김태균,0.04248621131168322,0.04248621131168322
genre_전쟁,0.04217663006955491,0.04217663006955491
meta_top_cast_조한철,0.041153550468715064,-0.041153550468715064
meta_top_cast_고창석,0.038814257008761524,0.038814257008761524
meta_season_summer,0.038375560523548055,0.038375560523548055
meta_top_director_최동훈,0.037924318644618094,-0.037924318644618094
meta_top_director_양우석,0.03756232118438139,0.03756232118438139
meta_top_director_김용화,0.03611511811871479,0.03611511811871479
meta_cast_max_frequency,0.035715401230297095,0.035715401230297095
genre_미스터리,0.035179008174978973,0.035179008174978973
genre_스릴러,0.03410294620461818,-0.03410294620461818
meta_top_director_박훈정,0.033906655030732084,0.033906655030732084
meta_top_cast_곽도원,0.03253465556989696,0.03253465556989696
meta_top_director_우민호,0.031803810250304154,0.031803810250304154
meta_top_cast_박성웅,0.03160915218265467,-0.03160915218265467
meta_top_cast_박해준,0.029751176785550934,0.029751176785550934
meta_top_cast_황정민,0.02843218056075955,0.02843218056075955
meta_top_director_김홍선,0.02742854810039188,-0.02742854810039188
meta_top_director_김성훈,0.026344400280872482,0.026344400280872482
meta_top_director_정범식,0.026047950682873883,-0.026047950682873883
genre_판타지,0.025651406664100273,-0.025651406664100273
meta_top_cast_조우진,0.02538945863838224,-0.02538945863838224
meta_genre_count,0.025243102749295337,0.025243102749295337
meta_top_cast_류승룡,0.024725592998657314,0.024725592998657314
meta_director_mean_frequency,0.023959796879383218,0.023959796879383218
meta_top_cast_김의성,0.023067197947561097,-0.023067197947561097
meta_top_director_원신연,0.02232811454677197,-0.02232811454677197
meta_top_cast_성동일,0.020929765742222765,0.020929765742222765
meta_top_cast_정우성,0.019585748547263276,0.019585748547263276
meta_top_cast_김희원,0.01934622414617698,-0.01934622414617698
meta_top_cast_김민재,0.018834545829413046,0.018834545829413046
meta_top_cast_염혜란,0.0183782616754219,0.0183782616754219
meta_production_company_count,0.0181046995975144,-0.0181046995975144
meta_top_director_강우석,0.017285954282015667,-0.017285954282015667
meta_top_cast_이한위,0.016592678649298566,0.016592678649298566
genre_공포,0.01621392016455911,0.01621392016455911
meta_top_director_김지훈,0.015332730302341675,-0.015332730302341675
genre_가족,0.01412704344723198,-0.01412704344723198
poster_contrast,0.013263779959876945,-0.013263779959876945
meta_top_director_박진표,0.012142829508916209,-0.012142829508916209
meta_top_cast_배성우,0.011501363331136154,-0.011501363331136154
meta_top_cast_김윤석,0.010762803025920132,0.010762803025920132
meta_top_director_봉준호,0.010740205600935006,-0.010740205600935006
genre_서부,0.01046360787471873,-0.01046360787471873
meta_top_cast_김상호,0.010238788775279617,0.010238788775279617
meta_top_cast_신정근,0.010055652430207632,0.010055652430207632
meta_top_cast_김원해,0.009508100980811222,0.009508100980811222
meta_top_cast_류준열,0.008792535701310972,-0.008792535701310972
genre_범죄,0.00846383446182744,0.00846383446182744
meta_top_director_이한,0.007254612541084199,0.007254612541084199
meta_top_cast_조진웅,0.006056402625749233,0.006056402625749233
meta_top_director_김한민,0.004316906029805834,0.004316906029805834
meta_top_cast_유승목,0.004243586701578206,-0.004243586701578206
meta_tmdb_budget,0.0038342274571770175,-0.0038342274571770175
meta_top_cast_이희준,0.003019132590253701,-0.003019132590253701
meta_top_cast_권해효,0.0022299088421720015,0.0022299088421720015
meta_top_cast_이준혁,0.0012861152535632789,0.0012861152535632789
meta_top_cast_김종수,0.000900185927019917,-0.000900185927019917
meta_top_director_연상호,0.000632920389570045,0.000632920389570045
meta_top_cast_박정민,0.0003480830193659107,0.0003480830193659107
poster_available,2.7755575615628914e-17,2.7755575615628914e-17
