feature,importance
meta_log_tmdb_budget,0.72577154773133
meta_is_summer_peak,0.6694772879481189
meta_top_cast_송강호,0.5709359306796915
genre_SF,0.4674734749382535
meta_top_cast_이성민,0.457383860212226
meta_top_cast_유해진,0.4502394475035726
meta_top_cast_정만식,0.42722319432533784
meta_top_cast_류준열,0.4174564024811729
genre_액션,0.39732077944966854
meta_top_cast_류승룡,0.3888811504382169
meta_open_year,0.3827294986800832
meta_director_count,0.37772065986379194
meta_season_fall,0.3770226902355662
meta_production_company_mean_frequency,0.3759894089420619
meta_open_quarter,0.3736770016065056
meta_top_director_우민호,0.37126675020291067
poster_blue_mean,0.3669853098719294
meta_top_cast_김의성,0.36327809362514774
meta_top_cast_강동원,0.3603231648784283
meta_tmdb_runtime,0.3582224266457881
meta_top_cast_유승목,0.35514927882943514
meta_is_year_end,0.3533283154790204
genre_스릴러,0.35104274058734386
genre_드라마,0.3458579342921012
meta_tmdb_release_year,0.33974102508434434
meta_top_cast_조한철,0.3306695211662697
poster_red_mean,0.33006261577977114
meta_top_cast_하정우,0.32595769762188115
poster_green_mean,0.324831812225952
meta_top_cast_김민재,0.3218527733989475
meta_top_cast_신정근,0.3158696198132963
meta_top_director_양우석,0.3157378757518765
meta_top_cast_김원해,0.3154573282643581
meta_production_company_max_frequency,0.3145245598600467
meta_top_cast_이한위,0.31423601258929656
genre_판타지,0.30540337459835365
genre_범죄,0.30214453024386595
meta_season_summer,0.2960475820534635
meta_top_cast_이병헌,0.29184904105719
poster_height,0.2916556294969065
genre_코미디,0.2898732081957262
meta_top_director_윤제균,0.2893183080603375
meta_cast_max_frequency,0.2854259780133958
meta_director_mean_frequency,0.2840525249721518
meta_top_director_박찬욱,0.2835133775826424
meta_top_cast_정진영,0.2819370382552789
poster_edge_density,0.27612288477338237
meta_top_cast_오달수,0.27332210527589834
poster_saturation_mean,0.27294510212089895
meta_top_cast_김성균,0.27009411997333865
genre_전쟁,0.2651113886824613
meta_top_cast_이희준,0.2646963262153324
meta_cast_mean_frequency,0.26123988926595904
meta_season_winter,0.25985600164843803
meta_top_cast_장영남,0.25956127068472296
meta_top_director_유하,0.2583004735564724
meta_top_director_봉준호,0.2580584085981063
meta_top_director_이준익,0.25632200710860004
meta_tmdb_budget,0.2536845799692862
genre_로맨스,0.2530720656172856
meta_production_company_count,0.2511905485185324
poster_width,0.24707690186628012
meta_top_cast_김희원,0.24472243476699998
meta_top_cast_라미란,0.24468286910971798
meta_top_cast_이준혁,0.24224501882978933
meta_open_month,0.2420958346975719
meta_top_cast_박해준,0.2397574662697603
meta_top_director_류승완,0.23890186554685947
meta_top_cast_박정민,0.23831955304845093
meta_top_cast_마동석,0.23579959414953952
meta_director_max_frequency,0.2324611705679125
meta_top_director_이한,0.22908811039192556
genre_공포,0.2253967437929619
meta_top_cast_김윤석,0.22287860353462846
meta_cast_count,0.22226840376119536
meta_top_cast_정우성,0.22023301063542816
meta_top_director_허진호,0.21814287859376374
meta_top_cast_김홍파,0.21782736945464415
genre_역사,0.21750939513096954
meta_top_cast_정인기,0.21377493478432044
meta_top_cast_조진웅,0.21238650485547303
meta_top_cast_조우진,0.2117907223326338
meta_top_cast_박성웅,0.2103672702480123
meta_top_director_나홍진,0.2091023239393041
meta_top_cast_곽도원,0.20374702115965934
meta_top_director_연상호,0.2016708734235257
meta_top_director_김성수,0.20127739360816702
meta_top_cast_염혜란,0.19663885728679004
meta_season_spring,0.19349024591096453
meta_top_cast_윤제문,0.1930263552278363
genre_모험,0.18818706378740607
meta_top_director_곽경택,0.18749253012325862
meta_is_winter_peak,0.18698216688491437
genre_미스터리,0.17703375296603646
poster_brightness_mean,0.176944754716847
meta_top_cast_송영창,0.17558442835368412
meta_top_director_김지훈,0.1725558773664557
meta_top_director_민규동,0.1669012740808206
meta_top_cast_고창석,0.1621445532244156
meta_genre_count,0.15823417580560575
meta_top_director_최동훈,0.15693174001746307
meta_top_cast_황정민,0.15330113634730522
meta_top_director_김용화,0.15174588595670022
meta_top_director_김성훈,0.1514222007159761
meta_top_director_김태균,0.14854114452324307
poster_aspect_ratio,0.14584036489551816
meta_top_director_박훈정,0.14274140631959104
meta_top_cast_성동일,0.1414998898184821
meta_top_director_김홍선,0.13771513302189695
meta_top_director_원신연,0.13093789823842514
meta_top_cast_배성우,0.12775839293352026
genre_다큐멘터리,0.12741360144987832
meta_top_cast_설경구,0.12454242928581123
genre_음악,0.12229646369015046
meta_top_director_강우석,0.12193070593431081
meta_top_cast_주진모,0.11957960615132342
meta_top_cast_권해효,0.11433952834591843
genre_가족,0.10822302556230345
meta_top_director_정범식,0.10670105247462588
meta_top_cast_박희순,0.10384627680896338
meta_top_director_김지운,0.10277805987370767
meta_top_director_박희곤,0.10039415376591139
meta_top_director_김한민,0.10011890728602857
meta_top_cast_김상호,0.09962609565337134
meta_top_cast_이경영,0.0881045754949614
meta_top_cast_이선균,0.08482430925131891
poster_contrast,0.06500165676430057
meta_top_cast_김종수,0.06459043639312315
genre_애니메이션,0.05079951167187918
meta_top_director_박진표,0.03949331841049739
meta_top_director_김병우,0.03174357311962009
genre_서부,0.016871780785799213
poster_available,0.0
