feature,importance
meta_tmdb_runtime,0.06966249014299658
meta_cast_mean_frequency,0.06221707327860277
meta_production_company_mean_frequency,0.05540015021174412
meta_cast_max_frequency,0.05004664193754373
meta_director_mean_frequency,0.049013463015354246
meta_tmdb_budget,0.04819926624560778
meta_tmdb_release_year,0.04742020966649246
meta_open_year,0.04573202440314872
meta_log_tmdb_budget,0.04370205137007564
meta_director_max_frequency,0.042666871980912464
meta_production_company_max_frequency,0.041097306060227
meta_open_month,0.030008803271558474
meta_genre_count,0.02809491018891261
title_length,0.027529890254944987
title_length_no_space,0.02508514109799425
meta_production_company_count,0.023540516880765083
meta_open_quarter,0.01785013005861654
meta_is_summer_peak,0.01550157176003217
genre_액션,0.015009289101521505
genre_드라마,0.013627554361249808
title_word_count,0.01313316364894983
genre_스릴러,0.012189846090952128
meta_season_summer,0.011306465843942003
genre_역사,0.0098587734064146
genre_코미디,0.00930588705774251
meta_top_cast_류승룡,0.009100240069845375
meta_top_cast_송강호,0.00848871818784114
meta_top_cast_유해진,0.007941938118045765
meta_top_cast_김의성,0.00782894678946014
meta_season_winter,0.007716696276510296
meta_is_winter_peak,0.007160055701066897
genre_로맨스,0.00666850485745466
meta_season_fall,0.0060822717060048
genre_범죄,0.006078890830931673
meta_top_cast_오달수,0.005876638570753525
meta_season_spring,0.005601815198053468
meta_is_year_end,0.005373659819163623
meta_top_cast_정진영,0.005098037879199665
title_has_emotion_genre_keyword,0.004563509592255434
meta_top_cast_이준혁,0.00417683558859091
genre_미스터리,0.004004783861854687
meta_top_cast_하정우,0.00397331554054736
meta_top_cast_황정민,0.0035861475360830716
meta_top_cast_정만식,0.0033842497525541177
meta_top_cast_조진웅,0.0030804667543157726
genre_공포,0.002850688940140717
meta_top_director_봉준호,0.002704666724373243
genre_전쟁,0.0026949555124483383
meta_top_cast_김윤석,0.0026809435960551842
meta_cast_count,0.002538580019938095
meta_top_director_이준익,0.002453807678630957
meta_top_cast_이한위,0.0024346774925835266
title_has_digit,0.0023751907563458307
title_keyword_fantasy,0.0022869256264559223
meta_top_cast_이경영,0.0022605259264383585
meta_top_cast_마동석,0.002128813964443046
meta_top_cast_정우성,0.002100683399378239
genre_모험,0.002009071176679496
meta_top_cast_라미란,0.0019262966421413022
meta_top_cast_유승목,0.0017623074159549895
meta_top_cast_설경구,0.0017427975643519395
meta_top_cast_이병헌,0.0016984671777049679
meta_top_cast_강동원,0.0016969158527137148
title_has_special_char,0.0015039300403996674
meta_top_cast_박해준,0.0014970038681178773
meta_top_cast_장영남,0.0014132865032660841
meta_top_cast_이성민,0.001369848460521612
meta_top_cast_이선균,0.0013654975825735415
meta_top_cast_박성웅,0.0013245563758630637
meta_top_director_김용화,0.0013234210646562122
meta_top_cast_김성균,0.0013142055624104517
meta_top_cast_고창석,0.0012725745516044401
meta_top_cast_곽도원,0.001235576088854961
meta_top_cast_주진모,0.0012087620097395518
meta_top_cast_김원해,0.0012013523787505259
genre_판타지,0.0011139150323005022
meta_top_cast_류준열,0.001021401128366545
meta_top_cast_김민재,0.0010063036469697799
meta_top_cast_조우진,0.0009902404725077938
meta_top_cast_조한철,0.0009799212111459845
meta_top_cast_배성우,0.0008934564399605069
meta_top_cast_송영창,0.0008550077269145949
meta_top_cast_김종수,0.0008417573448323173
meta_top_cast_정인기,0.0007369100957391208
meta_top_cast_신정근,0.0007102453403493565
title_has_series_keyword,0.0006873966588192372
meta_top_cast_박정민,0.0006483420431966196
meta_top_director_류승완,0.0006471925887890764
meta_top_cast_윤제문,0.000600616260250781
title_keyword_love,0.0005803859225077784
meta_director_count,0.0005383860472224466
meta_top_cast_성동일,0.0005132633730936709
meta_top_cast_박희순,0.000492395903828594
meta_top_director_김한민,0.000481529182344817
meta_top_director_연상호,0.00040484845886003533
title_keyword_crime,0.00040430994930882994
meta_top_director_나홍진,0.00040181328827434395
genre_SF,0.0003985590281369866
meta_top_director_윤제균,0.0003225769815536514
meta_top_cast_김홍파,0.0002983036588945577
title_keyword_youth,0.0002866143457466981
meta_top_director_최동훈,0.00026269316491031293
genre_음악,0.0002602594758659844
meta_top_director_김성수,0.0002503361581372734
meta_top_cast_권해효,0.0002141004106104605
meta_top_cast_염혜란,0.00021000598745652408
meta_top_cast_김희원,0.00019271173526989318
meta_top_director_곽경택,0.00017401676065388714
meta_top_director_허진호,0.00015652442918470983
meta_top_director_민규동,0.00015232324616824432
genre_다큐멘터리,0.00015227493622819606
meta_top_director_양우석,0.0001502784083852535
title_keyword_war,0.00013463700160053931
meta_top_director_김성훈,0.00013074581781848517
title_keyword_family,0.00012742289330505818
meta_top_director_박훈정,0.00011490232956733183
title_has_english,0.00011264191900966423
meta_top_director_김지훈,0.00010945546479736069
title_keyword_horror,0.00010566074427576312
meta_top_cast_김상호,8.498265785896925e-05
meta_top_director_원신연,8.367204803984305e-05
meta_top_director_김홍선,8.012222161585435e-05
meta_top_director_우민호,7.545384903932642e-05
meta_top_director_이한,7.35391424054807e-05
meta_top_director_김태균,6.946290805793336e-05
meta_top_director_박진표,6.716858166902742e-05
meta_top_cast_이희준,6.156152994537391e-05
meta_top_director_강우석,6.023955072459079e-05
meta_top_director_박찬욱,4.48625304757979e-05
genre_가족,4.482651408360155e-05
genre_애니메이션,2.331649802021398e-05
meta_top_director_김병우,2.5650345341363826e-06
genre_서부,0.0
meta_top_director_유하,0.0
meta_top_director_김지운,0.0
meta_top_director_정범식,0.0
meta_top_director_박희곤,0.0
title_keyword_comedy,0.0
title_keyword_action,0.0
